ResponseId,Q2_1,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q4_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_8_TEXT,Q11_1,Q11_2,Q11_3,Q12_2,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17,Q18,Q19
R_31hi5ldsUsTYiDn,Chuckawalla Valley State Prisonﾊ(CVSP),36,0,0,0,0,0,0,0,0,0,1,1,NA,3,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,0,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Throughout my prison term, it has usually felt as if it were up to me to ensure my own comfortability, health and safety. Conditions have worse effects when an institution is crowded.",Properly trained staffed regarding emergencies and information distributed to inmates would benefit. Population decrease would serve safety and budget pushes better.,
R_XFkDoDuUfe5lYkh,Chuckawalla Valley State Prisonﾊ(CVSP),17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,NA,0,0,,0,1,1,1,3,1,1,1,3,1,0,0,0,0,1,0,0,1,0,1,0,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Never,Never,"Always, or almost always",Never,,,
R_1N4ayeUmCuCr5QL,Chuckawalla Valley State Prisonﾊ(CVSP),14,1,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,NA,0,0,0,0,1,many,1,1,1,3,1,3,0,0,1,0,2,2,2,1,0,1,1,1,1,1,1,Never,Sometimes,Never,"Always, or almost always",Sometimes,"Always, or almost always","Always, or almost always",Sometimes,Sometimes,,,
R_WcHFUbI2hXN2eTn,"California State Prison, Corcoranﾊ(COR)",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,1,2,0,1,2,3,3,0,0,0,0,0,0,0,1,0,1,1,"Always, or almost always",Sometimes,Never,Never,Never,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",,"RE: Attention Climate Survey
 
 Dear EBC:
 Peaceful greetings!
 I'm writing regarding the climate survey. I will be answering the following survey and mailing it in a separate envelope. I do appreciate you considering me for the survey. I have been to 13 different institutions. I have been to one end of the state from hot ass Calipatria to the wet Pelican Bay. It was the longest 2 day drive of my life. At this time I reside in warm RJ.Donovan where the beach area weather goes from one extreme to another. The weather here is a mess. Extreme heat to Extreme cold. Feel free to contact me for further information. I hope that the survey is successful.",
R_1igSokC7OBnIThQ,Chuckawalla Valley State Prisonﾊ(CVSP),60,1,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,NA,0,0,0,0,1,a lot,1,1,1,3,1,3,0,0,1,0,2,2,1,1,0,1,1,1,1,1,1,"Always, or almost always",Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,
R_1CIWvDdTBhORS5K,Chuckawalla Valley State Prisonﾊ(CVSP),11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,0,0,1,0,1,blood disorder,NA,1,1,0,4,0,3,3,3,3,0,0,0,0,1,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,"Always, or almost always",Sometimes,Sometimes,"Always, or almost always",Never,,,
R_2TvqVEyvyLTbEwf,Chuckawalla Valley State Prisonﾊ(CVSP),48,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,,0,1,1,2,2,2,0,1,3,2,1,0,0,1,0,NA,1,1,NA,1,NA,"Always, or almost always","Always, or almost always",Sometimes,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,Sometimes,"Here at CVSP during the summer months, also monsoon season. The power consistently goes out when temperature exceeds 120 degrees F. When this happens the chillers go out as well and sometimes take days for staff to fix. Our fans are useless as well and becomes very humid in the building. They limit shower when this happens to try and reduce humidity as well. Creating a harsh cruel environment to live in.",N/A,
R_zTh2xPdQKyu7pxT,Chuckawalla Valley State Prisonﾊ(CVSP),60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,,0,1,1,1,2,0,2,2,2,1,0,0,1,2,1,0,0,1,0,1,NA,"Always, or almost always",Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Power outages in this prison brought extreme heat in the summertime that to the point of using my cooling towel to help be more comfortable and help me sleep.,Any prison that can't meet safety protocols are putting us inmates at great risks of not making it back to our families.,
R_1B5R4up9d4VJZWp,Chuckawalla Valley State Prisonﾊ(CVSP),72,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,,0,1,1,0,2,0,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Sometimes,"Always, or almost always",Sometimes,Sometimes,Calipatria and CVSP are some of the hottest prisons I have ever been. It can get up to 123 degrees. I was scared for my life.,"Yes, consider closing these prisons that can't help inmates in time of emergencies like when the power goes off in extreme heat and it gets so hard to breathe.",
R_2wi6sZ1MWWoIXnI,Chuckawalla Valley State Prisonﾊ(CVSP),2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,1,0,1,NA,NA,0,"Always, or almost always",Sometimes,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",Did not answer,"Always, or almost always",Don't Know,,,
R_3COfGyYdJo47Y27,Chuckawalla Valley State Prisonﾊ(CVSP),24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,,1,1,1,0,3,0,3,1,3,2,0,0,0,1,0,0,1,1,1,1,1,"Always, or almost always",Sometimes,Never,Never,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,Never,,,
R_2PA41OWBB1lA1h7,Chuckawalla Valley State Prisonﾊ(CVSP),19,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,,0,1,1,2,1,3,0,0,2,1,1,1,2,2,1,0,1,1,0,1,1,"Always, or almost always",Sometimes,Don't Know,"Always, or almost always",Never,"Always, or almost always",Sometimes,Never,Sometimes,"I have been in weather that exceeded 115+ degrees in a yard that did not have any shade (centinela state prison). In the yard, at times, the air-conditioning unit was ran in the winter, instead of the heater. So the temperature would be below 60 degrees. Possibly below 55-50 degrees...","Besides internally complaining with adequate paper procedures (a process takes time), staff tend to endure same climate risk. Officers are stationed two per building per three rotating shifts. Enduring same risk factors, even sickness. On recommendations....under the circumstances, I believe that my basic necessities are met. No complaints. Maybe vending machines that offer bottled drinks, refreshments. Thank you.",
R_2zeSrOg40o92p4d,Chuckawalla Valley State Prisonﾊ(CVSP),62,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,1,1,1,3,1,2,2,2,0,0,0,1,1,1,0,0,1,0,1,NA,"Always, or almost always",Sometimes,Never,"Always, or almost always",Never,Never,Sometimes,"Always, or almost always",Never,"I have been at Calipatria, Centinela, and now Chuckawalla. When the summer comes it can feel unbearable some days. Calipatria wouldn't allow us to use the yard showers or building showers, but every third day during water conservation efforts back in 2013. Chuckawalla is decent when they put out the Igloos on the yard, but get lazy and act like they can't fill them up more than a couple times serving 600 plus inmates when our capacity is up some.","The only thing I can say when it comes to me personally is that when it gets hot here so do the attitudes of others. All of our character defects, and things such as stress, depression, and irritation is heightened. I believe to be better prepared when our air goes out will help. Our air must have gone out 10 times last year which created a lot of problems for us. It was hard to breathe, sleep, or think when a building is being baked in 120 degree heat and no one is working all weekend to turn our air back on. Thank you for your care.",
R_122NLOukaqsIdoZ,Chuckawalla Valley State Prisonﾊ(CVSP),16,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,NA,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Nothing to add.,CDCR shouldn't be allowed to construct prisons where the climate is known to have extreme conditions and could likely place human lives at risk.,
R_272IWNr10k5AEdc,Chuckawalla Valley State Prisonﾊ(CVSP),11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,3,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,"Always, or almost always",Sometimes,"Upon taking this survey...I think it's imperative that CDCR make an effort to educate the prison population in case of an emergency (like an earthquake), because in my opinion most inmates feel that the correctional officers would leave us in the case of an emergency.",Just more education and access to emergency supplies or at least some type of information regarding emergencies.,
R_27COaY76A8mS4D1,Calipatria State Prisonﾊ(CAL),3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,NA,1,1,NA,1,NA,,1,1,NA,0,4,0,3,3,3,3,0,0,0,0,0,0,0,NA,NA,1,NA,Sometimes,Don't Know,Never,Don't Know,Don't Know,Don't Know,Sometimes,"Always, or almost always",Never,Every prison is different but in Calipatria the prison is against helping people in prison and takes whatever it wants and gives close to nothing when it wants. This prison does not care for our health or safety or program for that matter. In high desert when the fires broke out all around and the prison was full of smoke we were stuck in the cell (a smoke box) which puts our health at risk and we are not allowed to buy fans there.,Cops joke around saying that in case of any climate emergency they will and are ordered/expected to put us in our cells and leave us in here while they go to safety. There has to be a policy in place that will not allow this to happen. People die here for lack of medical attention and/or treatment especially in times of climate changes.,
R_1qeOp8pa0N9HaaA,Calipatria State Prisonﾊ(CAL),75,NA,NA,0,NA,0,0,0,0,0,0,0,NA,3,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,dehydration,0,1,1,1,4,1,2,2,3,1,0,0,0,NA,0,0,1,1,0,1,0,"Always, or almost always",Never,Never,Sometimes,Never,Never,Sometimes,"Always, or almost always",Never,,"Calipatria State Prison is located in a place where hear conditions are extreme. Obviously conditions have gotten more extreme than when the prison was first built in the early 19902. Officials should adjust to the new extreme conditions and find ways to address the matter. Ice should be provided to all inmates (not only to workers and staff) during summer time. Also, shade cover on the prison yard has become a dire need.",
R_DJpLarlhClhFXPj,Sierra Conservation Centerﾊ(SCC),24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,,0,0,0,0,4,1,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,"Always, or almost always",Sometimes,Never,Never,Sometimes,Sometimes,"Always, or almost always",Sometimes,Never,"During the summer months the heat inside these dorms here at Sierra Conservation Center is unbearable. There are no cooling systems here, your only recourse is to strip down to your underwear and lie as still as you can on your bunk. The 8"" fan that you are allowed to purchase provides no relief because it only blows the hot air over your body with no cooling effect.",Yes. There are 38 dorms on this yard (A-yard) that houses 32 men to each dorm. There should be swamp coolers (at the very least) in each dorm and the body count should be reduced to 20 men maximum during the summer months.,
R_OfJcFL7y43MH3Wx,Kern Valley State Prisonﾊ(KVSP),96,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,,0,1,1,0,3,0,1,1,2,2,0,0,1,1,1,0,0,1,0,NA,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,,,
R_3M58UWCi1xpLrTJ,"California State Prison, Corcoranﾊ(COR)",15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Valley fever,1,0,0,2,3,3,2,3,2,3,0,0,1,1,0,0,0,0,0,1,0,"Always, or almost always",Never,"Always, or almost always",Sometimes,Never,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",,"Aside from manual or emergency unlock for our cell doors, there must be a 3rd way to open locked doors on sf [sp?] floors during flooding emergency or else we get trapped/drown inside.","On Question 6 ""Have you ever feared for your life due to any of the following climate conditions?"" They circled flood and wrote ""especially, we live in locked cells from 8:30pm to 6am""
  On Question 10 ""To what extent do you worry about your physical safety when the following occur: In the case of flood within or near the prison"" They wrote ""Especially in locked cells at night. Especially if automatic/manual controls do not work!!!"""
R_11hWRMz31ZnMPvU,Avenal State Prisonﾊ(ASP),10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,Sometimes,Never,In Centinela my cell would leak water when it rains.,"You can open your mouth and dtalk to the cops but they do what they want and they don't listen to us period, even when you 602 something you always lose!!!
 This was given to me on 2/16/23 even the mail is way back up.",page with question 9 is missing
R_2X5qp69NQ70iPvn,Avenal State Prisonﾊ(ASP),16,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,NA,1,1,1,0,0,,0,0,NA,0,4,4,2,2,2,2,0,0,1,1,0,0,0,1,0,1,1,"Always, or almost always",Sometimes,Don't Know,Sometimes,Sometimes,Never,"Always, or almost always","Always, or almost always",Don't Know,no comment,no comment.,Note: Sorry for the delay on the survey. I am no longer housed at CSP-LAC (Lancaster). I am currently housed at CSP-ASP (Avenal). Please update my mailing address. Thank you!
R_3VFe0ZuPzVtbjYl,Avenal State Prisonﾊ(ASP),55,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,NA,1,1,0,0,0,,0,1,1,1,3,1,2,2,3,2,0,0,0,0,0,0,1,1,1,1,0,"Always, or almost always",Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,"Extreme heat and wildfires are the two climate emergencies that most effect Avenal State Prison. Avenal is in a region that naturally reaches extremely hot (95'-110' for weeks) temperatures in the summer. I personally do not handle the heat very well so it is an especially horrible experience for me. The housing units are equipped with swamp coolers which do not operate at 100% and frequently break down. The housing units are also equipped with two giant ceiling fans but unless you are standing directly beneath it, it is ineffectual at cooling the building overall. The dorms in the corner of the buildings constantly reach temperatures over 95', a 3 ft diameter floor fan is provided but only move the hot air around, it doesn't cool the dorm. When the building temp. reaches 95', the prison provides two 10 gal (approx.) ""Igloo"" containers of ice water once or twice a day. We used to be allowed to purchase small travel clocks with thermometers but CDCR has banned them because Inmates would continually file ""602""'s for being housed in extreme heat conditions. CDCR doesn't want us to know the temperature because they do not want to be held accountable for the cruel and intolerable conditions they force us to live in. They also don't want to pay the money that is necessary to fix the problem.
 When it comes to wildfires, Avenal State Prison is positioned next to some grassy hills. Twice in 6 years these hills have caught on fire. I've never heard of any sort of emergency plan.","Nothing can possibly change until the CDCR is reformed in reality and practice, not just on paper. Among the CDCR Correctional Officers is bred a community of apathy and ""anti-inmate"" mentality. When an officer steps out of line against an inmate, even the ""good"" officers are forced through peer-pressure and threats to go along with it. The majority of the Officers are S.O.B.s (Subpar Overpriced Babysitters). They simply view this as a job/paycheck. They simply do not care about doing anything to address any problem unless it affects them directly. Even when the rights and human dignity of an inmate is violated the officers must go along with it for fear of ""going against one of their own.""
 A true reform of mentality is needed, not just forced, legislative changes on paper. The right question is how can that be accomplished.","Question 12 part 3- ""Sometimes""
 Question 12 part 4- ""Numerous!""
 Question 13 part 5- ""only C/Os have access""
 Question 13 part 6- ""No ice, ice water."""
R_1I6LJwOrOoQOSVn,Pelican Bay State Prisonﾊ(PBSP),32,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NA,0,1,NA,Valley Fever (Lungs),0,1,1,0,4,4,1,2,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,"I have put and sent 22s forms that have no carbon paper copies for us to save as evidence that 22 form is filed on such date that was sent. So a 602 will e questioned with no evidence. Yet I have sent notices to turn on the cooler during summers. The cooler be down for months over a 95'-120' at times. I also put 22 form to turn on the heater during cold winters under 49' to 29' and [??] generators going off and having these walls leak/sweat cold water.
 Floods of septic/excrement coming in our cells for hours over night during cold winter months that have occurred 7xs times within these 3 months going from 2-7-23 backwards.
 Instead of providing weather leather boots for winter/rain, we got cloth shoes and get soak wet cold freezing. Nor do we get rain seal/winter jackets, no we get jean jacket. Wet cold, no protection on human health!","Yes to have the public to be able to receive pictures from us inmates of what we live under while emergencies happen. For CDCR will not allow our/inmate pictures to be taken or sent. As well as to have OSHEA [?] phone # available for us inmates.
 To have the CDCR to allow our public and families to make and pass laws for us to live off- so that punitive laws be properly adjusted by the public- as those [???] on the street. Example. Tattoos are not illegal on the street, but in here they are. Let the public vote on these/all prison punitive laws!
 Food should be choosed by the public as family does and not allow CDCR to assign our unhealthy, limited and costly high prices on our food items. Public should be allowed to design these prisons inside and out and not [???]
 On another note: While at/in the streets at work- we get trained for CPR, to save our co-workers. Here in prison it is not allowed nor accepted... Aren't we human for CDCR to provide such life saving classes on CPR for inmates...","Question 2 part 1- ""Not in prison.""
 Question 2 part 2-5- """" (ie: ""Not in prison"" next to each)
 Question 7 part 7- ""Hell yea""
 Question 9 part 2- ""never""
 Question 9 part 2- ""Million times they leave""
 Question 9 part 3- ""Do not care""
 Question 12 part 1- ""Nothing of such""
 Question 12 part 2- ""Never""
 Question 13 part 3- ""Hell never""
 Question 13 part 5- ""Never""
 Question 13 part 6- ""Never it's 115'""
 Question 13 part 8- ""The water is hot in summer."""
